id,name,description,price,original_price,images,brand,size,category,condition,color,in_stock,visible,material,measurements,care_instructions,tags,seller_name,seller_rating,seller_location,views,likes,company_id,display_order,reservation_status,reserved_by_order_id,created_at,updated_at
55,Black Pinstripe Square Neck Crop Top,"Black pinstripe crop top with a square neckline and thin spaghetti straps. Features a silver-tone O-ring detail on one strap. Made from a woven fabric.

Style notes: Pair with high-waisted jeans or a skirt for a chic, casual, or edgy look.",20.00,20.00,"55_black-pinstripe-square-neck-crop-top_1.jpg, 55_black-pinstripe-square-neck-crop-top_2.jpg",Contemporary,Small/Medium,Crop Tops,Excellent,Black,true,true,Woven Fabric,{},[],[],,,,0,0,2,0,available,,2026-04-22 09:56:23.143037,2026-04-22 09:56:23.143037
56,Black Patent Leather Knee-High Boots,"Glossy black patent leather knee-high boots featuring a pointed toe and a sturdy block heel. Equipped with an inner zipper closure for easy wear.

Style notes: Perfect for adding a bold, retro-chic statement to mini dresses, skirts, or sleek skinny jeans.",40.00,40.00,"56_black-patent-leather-knee-high-boots_1.jpg, 56_black-patent-leather-knee-high-boots_2.jpg, 56_black-patent-leather-knee-high-boots_3.jpg, 56_black-patent-leather-knee-high-boots_4.jpg",Generic Fashion Brand,Women's US 7 / UK 5,Boots,"Excellent, appears new or gently used with minimal wear.",Black,true,true,Patent Faux Leather,{},[],[],,,,1,0,2,0,available,,2026-04-22 10:50:30.130785,2026-04-24 19:51:30.659073
57,Black Chain-Embellished Knee-High Combat Boots,"Black knee-high boots with decorative silver-tone chains and studs up the shaft. Features a rounded toe, chunky lug sole, and inner zipper closure. Faux leather construction.

Style notes: Pair these edgy boots with skinny jeans and a leather jacket for a rebellious look, or with a flowy dress to add contrast.",50.00,50.00,57_black-chain-embellished-knee-high-combat-boots_1.jpg,Fashion Brand,"39, 40",Boots,"Good, used condition with minor creasing.",Black,true,false,Faux Leather,{},[],[],,,,0,0,2,0,available,,2026-04-22 12:26:55.294806,2026-04-22 12:26:55.294806
58,Diesel Light Blue Washed Denim Oval D Crossbody Bag,"Light blue washed denim crossbody bag with a prominent silver-toned oval 'D' logo on the flap. Features a slim, adjustable shoulder strap and a rounded silhouette.

Style notes: Pair this Y2K-inspired denim bag with casual outfits for a trendy, retro touch.",80.00,80.00,58_diesel-light-blue-washed-denim-oval-d-crossbody-ba_1.jpg,Diesel,Small,Bags,New,Light Blue,true,true,Denim,{},[],[],,,,0,0,2,0,available,,2026-04-23 14:33:38.0064,2026-04-23 14:33:38.0064
59,Brown Shaggy Faux Fur Shoulder Bag,"A unique brown shaggy faux fur shoulder bag with curly texture. Features dark brown braided handles with white lacing detail. A statement piece.

Style notes: This statement bag adds a touch of bohemian luxury to any outfit, perfect for elevating simple looks.",60.00,60.00,59_brown-shaggy-faux-fur-shoulder-bag_1.jpg,Camomilla,Medium,Bags,New with Tags,Multi-tonal Brown,true,true,"Faux Fur, Faux Leather",{},[],[],,,,0,0,2,0,available,,2026-04-24 15:09:24.335678,2026-04-24 15:09:24.335678
60,Navy Suede Drawstring Bucket Bag,"Dark navy suede bucket bag with a drawstring closure and single shoulder strap. Features a decorative silver-tone chain with unique charms and zig-zag stitching.

Style notes: Perfect for adding a touch of bohemian chic to casual or dressy ensembles.",40.00,40.00,"60_navy-suede-drawstring-bucket-bag_1.jpg, 60_navy-suede-drawstring-bucket-bag_2.jpg",Boutique Brand,Medium,Bags,Excellent,Navy Blue,true,true,Suede,{},[],[],,,,0,0,2,0,available,,2026-04-24 15:12:13.263491,2026-04-24 15:12:13.263491
61,Brown Curly Faux Fur Shoulder Bag,"Shaggy brown curly faux fur shoulder bag with black faux leather handles. The handles feature decorative white stitching, adding a contrasting detail.

Style notes: Pair this statement bag with minimalist outfits to let its unique texture shine.",60.00,60.00,61_brown-curly-faux-fur-shoulder-bag_1.jpg,Camomilla,Medium,Bags,New with Tags,Brown,true,true,"Faux Fur, Faux Leather",{},[],[],,,,0,0,2,0,available,,2026-04-24 15:15:10.614639,2026-04-24 15:15:10.614639
62,Black Faux Leather Corset Waist Belt,"Wide black faux leather corset belt with front lacing and gold-tone eyelets. Features elasticated sides and snap button closure for a comfortable, cinched waist.

Style notes: Perfect for cinching the waist over dresses, tunics, or oversized shirts for a defined silhouette.",20.00,20.00,62_black-faux-leather-corset-waist-belt_1.jpg,Contemporary,Adjustable (Elasticated),Belts,Like New,Black,true,true,"Faux Leather, Elastic",{},[],[],,,,0,0,2,0,available,,2026-04-24 15:17:55.394069,2026-04-24 15:17:55.394069
63,Cream Crinkled Faux Leather Shoulder Bag,"Cream crinkled faux leather shoulder bag with dual canvas straps. Features multiple exterior zip pockets and silver-tone hardware, offering a casual, utilitarian style.

Style notes: Pair with casual denim and a simple top for an effortless, everyday look.",30.00,30.00,"63_cream-crinkled-faux-leather-shoulder-bag_1.jpg, 63_cream-crinkled-faux-leather-shoulder-bag_2.jpg",No visible brand,Medium,Bags,Excellent,Cream,true,true,Faux Leather and Canvas,{},[],[],,,,0,0,2,0,available,,2026-04-24 19:57:19.026534,2026-04-24 19:57:19.026534
64,Navy Blue Dragon & Phoenix Cheongsam,"Navy blue satin cheongsam dress with intricate gold dragon and phoenix embroidery. Features a mandarin collar, short sleeves, and white piping detail. Fitted, floor-length silhouette.

Style notes: Pair with simple heels and minimal jewelry to let this elegant dress be the statement piece for special occasions.",40.00,40.00,"64_navy-blue-dragon-phoenix-cheongsam_1.jpg, 64_navy-blue-dragon-phoenix-cheongsam_2.jpg",Unbranded,Small,Cheongsam Dresses,"Good, with minor creasing visible in the fabric.",Navy Blue,true,true,Satin,{},[],[],,,,0,0,2,0,available,,2026-04-24 22:31:29.750657,2026-04-24 22:31:29.750657
65,Black Faux Leather Moto Mini Skirt,"Black faux leather mini skirt featuring an asymmetrical front zipper and a wide belted waist. It has silver-tone hardware and a slightly crinkled texture.

Style notes: Pair with a band tee and combat boots for an edgy look, or a silk cami and heels for a night out.",25.00,24.96,"65_black-faux-leather-moto-mini-skirt_1.jpg, 65_black-faux-leather-moto-mini-skirt_2.jpg",Contemporary / Fast Fashion,Small/Medium,Skirts,"Good, with natural creasing in the faux leather.",Black,true,true,Faux Leather,{},[],[],,,,0,0,2,0,available,,2026-04-24 22:33:55.322683,2026-04-24 22:33:55.322683
66,Black Zip-Front Bustier Crop Top,"Black bustier-style crop top with wide straps and a square neckline. It features a full-length silver front zipper and visible seaming for structure. Made from a matte, stretchy knit fabric.

Style notes: Pair with high-waisted jeans or a skirt for a chic, edgy look.",20.00,20.00,"66_black-zip-front-bustier-crop-top_1.jpg, 66_black-zip-front-bustier-crop-top_2.jpg",SHEIN,Small/Medium,Tops,Excellent,Black,true,true,Knit fabric,{},[],[],,,,0,0,2,0,available,,2026-04-24 22:41:04.880321,2026-04-24 22:41:04.880321
67,Black Glitter Mesh Corset Top,"Black mesh corset top with iridescent glitter dots. Features a sweetheart neckline, adjustable spaghetti straps, and visible boning for structure.

Style notes: Pair with high-waisted leather pants or a mini skirt for a chic evening look.",25.00,25.00,"67_black-glitter-mesh-corset-top_1.jpg, 67_black-glitter-mesh-corset-top_2.jpg",Fast Fashion,"L, XL",Corsets & Bustiers,Excellent,Black,true,true,"Mesh, Glitter",{},[],[],,,,0,0,2,0,available,,2026-04-26 20:54:16.947396,2026-04-26 20:54:16.947396
68,Blue Brocade Overbust Corset,"Vibrant blue brocade overbust corset with a floral pattern. Features a front busk closure, black ruffled trim, and back lacing for an adjustable fit.

Style notes: Pair with a high-waisted skirt or jeans for a striking evening or casual-chic look.",35.00,35.00,"68_blue-brocade-overbust-corset_1.jpg, 68_blue-brocade-overbust-corset_2.jpg",Fashion Corset,Small/Medium,Corsets & Bustiers,Excellent,Blue,true,true,Brocade (Polyester blend),{},[],[],,,,0,0,2,0,available,,2026-04-26 20:56:16.455782,2026-04-26 20:56:16.455782
69,Red Patent Faux Leather Biker Mini Skirt,"Vibrant red patent faux leather mini skirt with an A-line silhouette. Features an asymmetrical front zipper and two decorative diagonal zippers on the left hip. Edgy and chic.

Style notes: Pair with a band tee and combat boots for a rebellious look, or a sleek black top and heels for a night out.",30.00,30.00,"69_red-patent-faux-leather-biker-mini-skirt_1.jpg, 69_red-patent-faux-leather-biker-mini-skirt_2.jpg",Bershka,Small (S),Mini Skirts,Excellent,Red,true,true,Patent Faux Leather,{},[],[],,,,0,0,2,0,available,,2026-04-28 20:02:59.286042,2026-04-28 20:02:59.286042
70,Metallic Silver Coated Denim Mini Skirt,"Shimmering silver metallic-coated denim mini skirt with a classic 5-pocket design. Features a high-waisted A-line cut, button closure, and belt loops for a trendy look.

Style notes: Pair this statement skirt with a simple black top and boots for an edgy evening look, or a white tee and sneakers for a casual daytime outfit.",35.00,35.00,"70_metallic-silver-coated-denim-mini-skirt_1.jpg, 70_metallic-silver-coated-denim-mini-skirt_2.jpg",Contemporary Fashion Brand,Small (US 4-6),Skirts,Excellent,Metallic Silver,true,true,Coated Denim,{},[],[],,,,0,0,2,0,available,,2026-04-28 20:04:02.920559,2026-04-28 20:04:02.920559
71,Black Leather Western Ankle Boots with White Embroidery,"Black leather ankle cowboy boots with white western-style embroidery on the shaft. Features a pointed toe and low block heel.

Style notes: Perfect for adding a touch of Western flair to any outfit, from jeans to dresses.",50.00,49.98,71_black-leather-western-ankle-boots-with-white-embro_1.jpg,Unknown,Unspecified,Bags,"Good, pre-owned condition with minor sole and heel wear.","Black, White",true,true,Leather,{},[],[],,,,0,0,2,0,available,,2026-04-28 20:11:30.561221,2026-04-28 20:11:30.561221
72,George Gina & Lucy Tan Fabric Satchel Handbag,"Tan fabric satchel handbag with multiple pockets and silver-tone hardware. Features a unique front clasp, embroidered details, and sturdy woven handles.

Style notes: Pair this versatile bag with casual outfits for an effortlessly cool, functional look.",60.00,60.00,72_george-gina-lucy-tan-fabric-satchel-handbag_1.jpg,George Gina & Lucy,Medium,Handbags & Purses,"Good, pre-owned condition",Tan,true,true,Durable fabric,{},[],[],,,,0,0,2,0,available,,2026-04-28 20:32:48.447058,2026-04-28 20:32:48.447058
73,Black Croc-Embossed Bowling Bag,"Black faux croc-embossed bowling bag with a glossy finish. Features dual top handles and a top zipper closure, accented with silver-tone hardware.

Style notes: A versatile accessory, perfect for adding a touch of classic sophistication to both casual and semi-formal outfits.",45.00,45.00,"73_black-croc-embossed-bowling-bag_1.jpg, 73_black-croc-embossed-bowling-bag_2.jpg",Forever Young,Medium,Handbags,Very Good,Black,true,true,Faux Leather (Croc-Embossed),{},[],[],,,,0,0,2,0,available,,2026-04-28 20:36:11.166727,2026-04-28 20:36:11.166727
74,Black Faux Leather Lace-Up Mini Skirt,"Black faux leather mini skirt with a textured finish. Features side lacing, a front zip pocket, and buckle details for an edgy look. New with tags.

Style notes: Pair with a band tee and combat boots for a rebellious, grunge-inspired outfit.",45.00,45.00,"74_black-faux-leather-lace-up-mini-skirt_1.jpg, 74_black-faux-leather-lace-up-mini-skirt_2.jpg",Pull&Bear,Medium (M),Skirts,New with tags (NWT),Black,true,true,Faux Leather,{},[],[],,,,0,0,2,0,available,,2026-04-28 21:06:01.235944,2026-04-28 21:06:01.235944
75,Black Faux Suede Zipper Front Mini Dress,"Black strappy mini dress with a full-length gold-tone zipper down the front. Features a matte, possibly faux suede, fabric and two front patch pockets.

Style notes: Pair with combat boots for an edgy daytime look or heels for a night out.",40.00,39.97,"75_black-faux-suede-zipper-front-mini-dress_1.jpg, 75_black-faux-suede-zipper-front-mini-dress_2.jpg",Contemporary,Small/Medium,Dresses,Excellent,Black,true,true,Faux Suede / Polyester Blend,{},[],[],,,,0,0,2,0,available,,2026-04-28 21:10:32.780952,2026-04-28 21:10:32.780952
76,Silver Glitter Triangle Bikini Top,"Shimmering silver-grey triangle bikini top with all-over glitter. Features adjustable tie-neck and tie-back straps for a custom fit. Perfect for a dazzling beach look.

Style notes: Pair with matching glitter bottoms or solid black/white for a chic, sparkling beach ensemble.",25.00,24.98,"76_silver-glitter-triangle-bikini-top_1.jpg, 76_silver-glitter-triangle-bikini-top_2.jpg",PrettyLittleThing,XXS,Swimwear / Bikini Tops,Excellent,Silver,true,true,Glitter stretch fabric,{},[],[],,,,0,0,2,0,available,,2026-04-28 21:48:34.590129,2026-04-28 21:48:34.590129
77,Black Strapless Tiered Ruffle Mini Dress,"Chic black strapless mini dress with a structured bodice featuring vertical seam details. The skirt boasts playful tiered ruffles, creating a fun, voluminous silhouette.

Style notes: Pair with heels and statement jewelry for a night out, or sandals for a casual summer look.",30.00,29.98,77_black-strapless-tiered-ruffle-mini-dress_1.jpg,Generic,Small/Medium,Dresses,"Good, minor wrinkles",Black,true,true,Cotton Blend,{},[],[],,,,0,0,2,0,available,,2026-04-28 21:51:08.317546,2026-04-28 21:51:08.317546
78,Magenta Crinkled Bandeau High-Waist Bikini,"Vibrant magenta two-piece bikini featuring a crinkled texture. The bandeau top has a central O-ring, complemented by high-waist bottoms with a side O-ring detail.

Style notes: This vibrant bikini is perfect for a stylish beach day or poolside lounging, pair with oversized sunglasses and a wide-brim hat.",40.00,40.00,"78_magenta-crinkled-bandeau-high-waist-bikini_1.jpg, 78_magenta-crinkled-bandeau-high-waist-bikini_2.jpg, 78_magenta-crinkled-bandeau-high-waist-bikini_3.jpg",SHEIN,M,Swimwear,New,Magenta,true,true,Crinkled Swim Fabric,{},[],[],,,,0,0,2,0,available,,2026-05-01 21:17:31.759842,2026-05-01 21:17:31.759842
79,Ed Hardy Tiger & Skull Print Bikini Set,"Cream Ed Hardy bikini with vibrant tiger face and skull graphics. Features metal O-ring details and self-tie straps, embodying a Y2K tattoo art aesthetic.

Style notes: Pair with oversized sunglasses and denim shorts for a bold, retro beach look.",40.00,40.00,"79_ed-hardy-tiger-skull-print-bikini-set_1.jpg, 79_ed-hardy-tiger-skull-print-bikini-set_2.jpg",Ed Hardy,Small,Bikini Sets,Good pre-owned condition with minor signs of wear.,Cream Multi,true,true,Polyester Blend,{},[],[],,,,0,0,2,0,available,,2026-05-01 21:23:08.186859,2026-05-01 21:23:08.186859
80,Olive Green Shimmer Ribbed Triangle Bikini Set,"Olive green two-piece bikini set with subtle gold shimmer stripes. Features a classic triangle top and tie-side high-cut bottoms in a ribbed texture.

Style notes: Perfect for a chic beach look, pair with oversized sunglasses and a wide-brim hat.",35.00,35.00,"80_olive-green-shimmer-ribbed-triangle-bikini-set_1.jpg, 80_olive-green-shimmer-ribbed-triangle-bikini-set_2.jpg",Contemporary Fashion,S,Swimwear,Excellent,Olive Green with Gold Shimmer,true,true,Ribbed Knit (Polyester/Spandex Blend),{},[],[],,,,0,0,2,0,available,,2026-05-01 21:25:26.930986,2026-05-01 21:25:26.930986
81,Black Sequin Triangle Bikini Top,"Sparkling black triangle bikini top with all-over sequin embellishment. Features adjustable tie-neck and tie-back straps. Ideal for a glamorous beach or pool look.

Style notes: Pair with matching sequin bottoms or solid black high-waisted briefs for a chic poolside statement.",30.00,30.00,"81_black-sequin-triangle-bikini-top_1.jpg, 81_black-sequin-triangle-bikini-top_2.jpg",Contemporary,Small/Medium (Adjustable),Bikini Tops,Excellent,Black,true,true,"Sequins, Fabric",{},[],[],,,,0,0,2,0,available,,2026-05-01 21:27:57.532501,2026-05-01 21:27:57.532501
82,Dark Brown Embroidered Two-Piece Swimsuit,"Dark brown two-piece bikini with underwire top and classic brief bottom. Features delicate pink and gold paisley embroidery on both pieces and silver-tone hardware.

Style notes: Pair this sophisticated dark brown bikini with a wide-brimmed hat and oversized sunglasses for a chic poolside look.",35.00,35.00,"82_dark-brown-embroidered-two-piece-swimsuit_1.jpg, 82_dark-brown-embroidered-two-piece-swimsuit_2.jpg",Boutique Brand,Small/Medium,Swimwear Set,Excellent,Dark Brown with Pink/Gold Embroidery,true,true,Nylon/Spandex Blend (Swimwear Fabric),{},[],[],,,,0,0,2,0,available,,2026-05-01 21:31:20.729856,2026-05-01 21:31:20.729856
83,Olive Green Floral Halter One-Piece Swimsuit,"Olive green and cream floral print one-piece swimsuit. Features a halter neck with wooden beads, a deep V-neck, and a lace-up front cut-out. High-cut leg style.

Style notes: Pair with a wide-brimmed hat and oversized sunglasses for a chic resort look.",35.00,35.00,"83_olive-green-floral-halter-one-piece-swimsuit_1.jpg, 83_olive-green-floral-halter-one-piece-swimsuit_2.jpg",Contemporary Brand,Small/Medium,One-Piece Swimsuits,Excellent,Olive Green and Cream,true,true,Stretch Swim Fabric (Polyester/Spandex Blend),{},[],[],,,,0,0,2,0,available,,2026-05-01 21:35:34.69209,2026-05-01 21:35:34.69209
